Symbol
ADANIENT.NS
ADANIPORTS.NS
APOLLOHOSP.NS
ASIANPAINT.NS
AXISBANK.NS
BAJAJ-AUTO.NS
BAJFINANCE.NS
BAJAJFINSV.NS
BEL.NS
BPCL.NS
BHARTIARTL.NS
BRITANNIA.NS
CIPLA.NS
COALINDIA.NS
DIVISLAB.NS
DRREDDY.NS
EICHERMOT.NS
GRASIM.NS
HCLTECH.NS
HDFCBANK.NS
HDFCLIFE.NS
HEROMOTOCO.NS
HINDALCO.NS
HINDUNILVR.NS
ICICIBANK.NS
ITC.NS
INDUSINDBK.NS
INFY.NS
JSWSTEEL.NS
KOTAKBANK.NS
LT.NS
LTM.NS
M&M.NS
MARUTI.NS
NESTLEIND.NS
NTPC.NS
ONGC.NS
POWERGRID.NS
RELIANCE.NS
SBILIFE.NS
SBIN.NS
SUNPHARMA.NS
TMPV.NS
TATASTEEL.NS
TCS.NS
TECHM.NS
TITAN.NS
ULTRACEMCO.NS
WIPRO.NS
SHRIRAMFIN.NS
