Symbol
ABBOTINDIA.NS
AJANTPHARM.NS
APLLTD.NS
ALIVUS.NS
ALKEM.NS
APOLLOHOSP.NS
ASTERDM.NS
ASTRAZEN.NS
AUROPHARMA.NS
BIOCON.NS
CAPLIPOINT.NS
CIPLA.NS
COHANCE.NS
CONCORDBIO.NS
DIVISLAB.NS
LALPATHLAB.NS
DRREDDY.NS
EMCURE.NS
ERIS.NS
FORTIS.NS
GLAND.NS
GLAXO.NS
GLENMARK.NS
MEDANTA.NS
GRANULES.NS
INDGN.NS
IPCALAB.NS
JBCHEPHARM.NS
JUBLPHARMA.NS
KIMS.NS
LAURUSLABS.NS
LUPIN.NS
MANKIND.NS
MAXHEALTH.NS
METROPOLIS.NS
NATCOPHARM.NS
NH.NS
NEULANDLAB.NS
PFIZER.NS
PPLPHARMA.NS
POLYMED.NS
RAINBOW.NS
SAILIFE.NS
SUNPHARMA.NS
SYNGENE.NS
TORNTPHARM.NS
VIJAYA.NS
ZYDUSLIFE.NS
